Airport Code,Airport Name,CityName,Airport Country
LTAG,Incirlik Airbase,Incirlik,TURKEY
LTAH,AFYON,,TURKEY
LTAI,ANTALYA,ANTALYA,TURKEY
LTAJ,GAZIANTEP,,TURKEY
LTAN,KONYA AB,,TURKEY
LTAP,MERZIFON AB,,TURKEY
LTAQ,SAMSUN,,TURKEY
LTAR,SIVAS AB,,TURKEY
LTAT,MALATYA(ERH),,TURKEY
LTAU,KAYSERI(ERK),,TURKEY
LTAY,CARDAK (Denizli),Denizli,TURKEY
LTBA,ATATURK,ISTANBUL,TURKS AND CAICOS ISLANDS
LTBF,BALIKESIR AB,,TURKEY
LTBG,BANDIRMA AB,,TURKEY
LTBI,ESKISEHIR AB,,TURKEY
LTBJ,ADNAN MENDERES,IZMIR,TURKEY
LTBL,CIGLI,IZMIR,TURKEY
LTBS,MUGLA (DALAMAN),MUGLA,TURKEY
LTBU,Tekirdag / Corlu,Ataturk Intl,TURKEY
LTBV,IMSIK,BODRUM,TURKEY
LTCA,ELAZIG,ELAZIG,TURKEY
LTCC,DIYARBAKIR AB,,TURKEY
LTCD,ERZINCAN,,TURKEY
LTCE,ERZURUM AB,,TURKEY
LTCF,KARS,KARS,TURKEY
LTCG,TRABZON,,TURKEY
LTCH,SANLIURFA,SANLIURFA,TURKEY
LTCI,VAN,,TURKEY
LTCJ,BATMAN AB,,TURKEY
LTCK,MUS AB,MUS,TURKEY
LTCL,SIIRT,SIIRT,TURKEY
LTCM,SINOP,,TURKEY
LTCS,Gurney,Sanliurfa,TURKEY
LTFE,Bodrum/Milas,Bodrum,TURKEY
LTFG,Gazipasa,Alanya,TURKEY
LTFJ,SAHIBA,ISTANBUL,TURKEY
LTFM,ISTANBUL,ISTANBUL,TURKEY
LUKK,Chisinau Int,Chisinau,MOLDOVA
LWOH,OHRID,,MACEDONIA (FYR)
LWSK,SKOPJE,,MACEDONIA (FYR)
LYBE,BEOGRAD,BELGRADE,SERBIA
LYNI,NIS,KONSTANTIN,SERBIA
LYPG,PODGORICA,,MONTENEGRO
LYTV,TIVAT,,MONTENEGRO
LZIB,MR STEFANIK,BRATISLAVA,CZECH REPUBLIC
LZKZ,KOSICE,,CZECH REPUBLIC
LZPP,PIESTANY,,SLOVAKIA
LZSL,SLIAC,,SLOVAKIA
LZTT,POPRAD,,SLOVAKIA
LZZI,DOLNY HRICOV,ZILINA,SLOVAKIA
MBGT,GRAND TURK INTL,GRAND TURK I.,TURKS AND CAICOS ISLANDS
MBNC,NORTH CAICOS,NORTH CAICOS I.,TURKS AND CAICOS ISLANDS
MBPV,PROVIDENCIALES INTL,PROVIDENCIALES I.,TURKS AND CAICOS ISLANDS
MDBH,BARAHONA,BARAHONA,DOMINICAN REPUBLIC
MDHE,HERRERA INTL,SANTO DOMINGO,DOMINICAN REPUBLIC
MDLR,LA ROMANA INTL,LA ROMANA,DOMINICAN REPUBLIC
MDPC,PUNTA CANA INTL,PUNTA CANA,DOMINICAN REPUBLIC
MDPP,PUERTO PLATA INTL,PUERTO PLATA,DOMINICAN REPUBLIC
MDSD,LAS AMERICAS INTL,SANTO DOMINGO,DOMINICAN REPUBLIC
MDST,CIBAO INTL,SANTIAGO,DOMINICAN REPUBLIC
MGFL,SANTA ELENA,FLORES,GUATEMALA
MGGT,LA AURORA INTL,GUATEMALA CITY,GUATEMALA
MHLC,GOLOSON INTL,LA CEIBA,HONDURAS
MHLM,LA MESA INTL,SAN PEDRO SULA,HONDURAS
MHPL,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS
MHRO,ROATAN INTL,ROATAN,HONDURAS
MHTG,TONCONTIN INTL,TEGUCIGALPA,HONDURAS
MIA,MISIMA,MISIMA,PAPUA NEW GUINEA
MKJP,NORMAN MANLEY INTL,KINGSTON,JAMAICA
MKJS,SANGSTER INTL,MONTEGO BAY,JAMAICA
MKO,MALEKOLON,MALEKOLON,PAPUA NEW GUINEA
MLU,MALALAUA,MALALAUA,PAPUA NEW GUINEA
MMAA,GEN JUAN N ALVAREZ INTL,ACAPULCO,MEXICO
MMAS,JESUS TERAN INTL,AGUASCALIENTES,MEXICO
MMBT,BAHIA DE HUATULCO,BAHIA DE HUATULCO,MEXICO
MMCB,CUERNAVACA,CUERNAVACA,MEXICO
MMCE,CIUDAD DEL CARMEN,CIUDAD DEL CARMEN,MEXICO
MMCL,CULIACAN INTL,CULIACAN,MEXICO
MMCM,CHETUMAL INTL,CHETUMAL,MEXICO
MMCN,CIUDAD OBREGON INTL,CIUDAD OBREGON,MEXICO
MMCP,ALBERTO ACUNA ONGAY,CAMPECHE,MEXICO
MMCS,ABRAHAM GONZALEZ INTL,CIUDAD JUAREZ,MEXICO
MMCU,GEN DIV P A ROBERTO FIERRO,CHIHUAHUA,MEXICO
MMCV,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO
MMCZ,COZUMEL INTL,COZUMEL,MEXICO
MMDO,DURANGO,DURANGO,MEXICO
MMEP,TEPIC,TEPIC,MEXICO
MMGL,DON MIGUEL HIDALGO INTL,GUADALAJARA,MEXICO
MMGM,GEN JOSE MA YANEZ INTL,GUAYMAS,MEXICO
MMHO,GEN IGNACIO PESQUEIRA GARCIA,HERMOSILLO,MEXICO
MMIA,COLIMA,COLIMA,MEXICO
MMIM,ISLA MUJERES,ISLA MUJERES,MEXICO
MMIO,PLAN DE GUADALUPE INTL,SALTILLO,MEXICO
MMLC,LAZARO CARDENAS,LAZARO CARDENAS,MEXICO
MMLM,LOS MOCHIS,LOS MOCHIS,MEXICO
MMLO,DE GUANAJUATO INTL,LEON,MEXICO
MMLP,GEN MANUEL MARQUEZ DE LEON,LA PAZ,MEXICO
MMLT,LORETO INTL,LORETO,MEXICO
MMMA,GEN SERVANDO CANALES INTL,MATAMOROS,MEXICO
MMMD,LIC MANUEL CRECENCIO REJON,MERIDA,MEXICO
MMML,GEN RODOLFO SANCHEZ TABOADA,MEXICALI,MEXICO
MMMM,GEN FRANCISCO J MUJICA INTL,MORELIA,MEXICO
MMMT,MINATITLAN,MINATITLAN,MEXICO
MMMV,MONCLOVA INTL,MONCLOVA,MEXICO
MMMX,LIC BENITO JUAREZ INTL,MEXICO CITY,MEXICO
MMMY,GEN MARIANO ESCOBEDO INTL,MONTERREY,MEXICO
MMMZ,GEN RAFAEL BUELNA INTL,MAZATLAN,MEXICO
MMNL,QUETZALCOATL INTL,NUEVO LAREDO,MEXICO
MMOX,XOXOCOTLAN INTL,OAXACA,MEXICO
MMPA,TUXPAN,POZA RICA TUXPAN,MEXICO
MMPB,HERMANOS SERDAN,PUEBLA,MEXICO
MMPG,PIEDRAS NEGRAS INTL,PIEDRAS NEGRAS,MEXICO
MMPN,GEN IGNACIO LOPEZ RAYON,URUAPAN,MEXICO
MMPR,LIC GUSTAVO DIAZ ORDAZ INTL,PUERTO VALLARTA,MEXICO
MMPS,PUERTO ESCONDIDO,PUERTO ESCONDIDO,MEXICO
MMQT,ING FERNANDO ESPINOZA GUITIER*,QUERETARO,MEXICO
MMRX,GEN LUCIO BLANCO,REYNOSA,MEXICO
MMSD,LOS CABOS INTL,SAN JOSE DEL CABO,MEXICO
MMSP,PONCIANO ARRIAGA INTL,SAN LUIS POTOSI,MEXICO
MMTC,TORREON INTL,TORREON,MEXICO
MMTG,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO
MMTJ,GEN ABELARDO L RODRIGUEZ INTL,TIJUANA,MEXICO
MMTM,GEN FRANCISCO JAVIER MINA,TAMPICO,MEXICO
MMTP,TAPACHULA INTL,TAPACHULA,MEXICO
MMUN,CANCUN INTL,CANCUN,MEXICO
MMVA,C P A CARLOS ROVIROSA INTL,VILLAHERMOSA,MEXICO
MMVR,GEN HERIBERTO JARA INTL,VERACRUZ,MEXICO
MMZC,GEN LEOBARDO C RUIZ INTL,ZACATECAS,MEXICO
MMZH,IXTAPA-ZIHUATANEJO INTL,ZIHUATANEJO,MEXICO
MMZO,PLAYA DE ORO INTL,MANZANILLO,MEXICO
MNBL,BLUEFIELDS,BLUEFIELDS,NICARAGUA
MNI,MENDI,MENDI,PAPUA NEW GUINEA
MNMG,AUGUSTO CESAR SANDINO,MANAGUA,NICARAGUA
MNPC,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA
MPBO,BOCAS DEL TORO INTL,BOCAS DEL TORO,PANAMA
MPCF,ENRIQUE ADOLFO JIMENEZ,COLON,PANAMA
MPCH,CAP. MANUEL NINO INTL,CHANGUINOLA,PANAMA
MPDA,ENRIQUE MALEK INTL,DAVID,PANAMA
MPJE,JAQUE,JAQUE,PANAMA
MPTO,TOCUMEN INTL,PANAMA CITY,PANAMA
MRCC,COTO 47,COTO 47,COSTA RICA
MRCR,CARRILLO,CARRILLO,COSTA RICA
MRGF,GOLFITO INTL,GOLFITO,COSTA RICA
MRLB,TOMAS GUARDIA INTL,LIBERIA,COSTA RICA
MRNS,NOSARA,NOSARA,COSTA RICA
MROC,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA
MRPM,PALMAR SUR,PALMAR,COSTA RICA
MSLP,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR
MTCH,CAP HAITIEN INTL,CAP HAITIEN,HAITI
MTPP,PORT-AU-PRINCE,PORT-AU-PRINCE,HAITI
MUBA,BARACOA,BARACOA,CUBA
MUBY,BAYAMO,BAYAMO,CUBA
MUCA,MAXIMO GOMEZ INTL,CIEGO DE AVILA,CUBA
MUCL,CAYO LARGO DEL SUR,CAYO LARGO DEL SUR,CUBA
MUCM,IGNACIO AGRAMONTE INTL,CAMAGUEY,CUBA
MUCU,ANTONIO MACEO INTL,SANTIAGO,CUBA
MUGT,GUANTANAMO,GUANTANAMO,CUBA
MUHA,JOSE MARTI INTL,HAVANA,CUBA
MUHG,HOLGUIN,HOLGUIN,CUBA
MUMO,MOA,MOA,CUBA
MUMZ,MANZANILLO,MANZANILLO,CUBA
MUNG,NUEVA GERONA,NUEVA GERONA,CUBA
MUVR,VARADERO INTL,VARADERO,CUBA
MUVT,TUNAS,LAS TUNAS,CUBA
MWCB,GERRARD-SMITH INTL,CAYMAN BRAC,CAYMAN ISLANDS
MWCR,ROBERTS INTL,GRAND CAYMAN,CAYMAN ISLANDS
MYAF,ANDROS TOWN INTL,ANDROS I,BAHAMAS
MYAM,MARSH HARBOUR,ABACO I,BAHAMAS
MYAN,SAN ANDROS,ANDROS I,BAHAMAS
MYAP,SPRING POINT,ACKLINS I,BAHAMAS
MYAT,TREASURE CAY,ABACO I,BAHAMAS
MYBC,CHUB CAY INTL,CHUB CAY,BAHAMAS
MYBG,GREAT HARBOUR,BERRY I,BAHAMAS
MYCA,ARTHUR'S TOWN,CAT ISLAND,BAHAMAS
MYCI,COLONEL HILL,CROOKED I,BAHAMAS
MYEF,EXUMA INTL,GREAT EXUMA I,BAHAMAS
MYEH,NORTH ELEUTHERA,ELEUTHERA I,BAHAMAS
MYEM,GOVERNORS HARBOUR,ELEUTHERA I,BAHAMAS
MYER,ROCK SOUND INTL,ROCK SOUND,BAHAMAS
MYGF,FREEPORT INTL,FREEPORT,BAHAMAS
MYIG,INAGUA,GREAT INAGUA I,BAHAMAS
MYLD,DEADMANS CAY,LONG I,BAHAMAS
MYLS,STELLA MARIS,LONG I,BAHAMAS
MYMM,MAYAGUANA,MAYAGUANA I,BAHAMAS
MYNN,NASSAU INTL,NASSAU,BAHAMAS
MYPI,NEW PROVIDENCE,PARADISE ISLAND,BAHAMAS
MYSM,COCKBURN TOWN,SAN SALVADOR I,BAHAMAS
MYU,MEKORYUK,MEKORYUK,UNITED STATES
MYY,MENYAMYA,MENYAMYA,PAPUA NEW GUINEA
MZBZ,PHILIP S W GOLDSON INTL,BELIZE CITY,BELIZE
N93,NEW GOLOVIN,GOLOVIN,UNITED STATES
NCAI,AITUTAKI,AITUTAKI,COOK ISLANDS
NCMK,MAUKE,MAUKE,COOK ISLANDS
NCPY,PENRHYN,PENRHYN ISLAND,COOK ISLANDS
NCRG,RAROTONGA INTL,RAROTONGA I,COOK ISLANDS
NE3,BEARSKIN LAKE,BEARSKIN LAKE,CANADA
NFFN,NADI INTL,NADI,FIJI
NFNA,NAUSORI INTL,NAUSORI,FIJI
NFNL,LABASA,LABASA,FIJI
NFNR,ROTUMA,ROTUMA,FIJI
NFTF,FUA'AMOTU INTL,NUKU'ALOFA,TONGA
NFTL,HA'APAI,LIFUKA ISLAND,TONGA
NGFU,FUNAFUTI,FUNAFUTI,TUVALU
NGTA,BONRIKI INTL,TARAWA I,KIRIBATI
NIS,NISSAN,NISSAN,PAPUA NEW GUINEA
NIUE,NIUE INTL,NIUE ISLAND,NIUE
NLWF,POINT VELE,FUTUNA I,WALLIS AND FUTUNA ISLANDS
NLWW,HIHIFO,UVEA I,WALLIS AND FUTUNA ISLANDS
NM5,KINGFISHER LAKE,KINGFISHER LAKE,CANADA
NSFA,FALEOLO INTL,APIA,SAMOA
NSTU,PAGO PAGO INTL,PAGO PAGO,SAMOA
NTAA,FAAA,TAHITI I,FRENCH POLYNESIA
NTAR,RURUTU,RURUTU AUSTRAL IS,FRENCH POLYNESIA
NTAT,TUBUAI,TUBUAI AUSTRAL IS,FRENCH POLYNESIA
NTGA,,Baku,MONACO
NTGJ,TOTEGEGIE,TOTEGEGIE I,FRENCH POLYNESIA
NTGM,MAKEMO,MAKEMO ISLAND,FRENCH POLYNESIA
NTI,NAMATANAI,NAMATANAI,PAPUA NEW GUINEA
NTMD,NUKU-HIVA,NUKU-HIVA,FRENCH POLYNESIA
NTTB,MOTU MUTE,BORA BORA I,FRENCH POLYNESIA
NTTG,RANGIROA,RANGIROA,FRENCH POLYNESIA
NTTH,FARE,HUAHINE I,FRENCH POLYNESIA
NTTM,TEMAE,MOOREA ISLAND,FRENCH POLYNESIA
NTTO,HAO,HAO I,FRENCH POLYNESIA
NTTR,UTUROA,RAIATEA I,FRENCH POLYNESIA
NUL,NULATO,NULATO,UNITED STATES
NVSS,SANTO-PEKOA,ESPIRITO SANTO,VANUATU
NVVV,BAUERFIELD,PORT VILA,VANUATU
NWWD,KONE,KONE,NEW CALEDONIA
NWWE,MOUE,DES PINS IS.,NEW CALEDONIA
NWWK,KOUMAC,KOUMAC,NEW CALEDONIA
NWWL,OUANAHAM,LIFOU,NEW CALEDONIA
NWWM,MAGENTA,NOUMEA,NEW CALEDONIA
NWWR,LA ROCHE AERO,MARE,NEW CALEDONIA
NWWU,TOUHO,TOUHO,NEW CALEDONIA
NWWV,OULOUP,OUVEA,NEW CALEDONIA
NWWW,TONTOUTA,NOUMEA,NEW CALEDONIA
NZAA,AUCKLAND INTL,AUCKLAND,NEW ZEALAND
NZAP,TAUPO,TAUPO,NEW ZEALAND
NZCH,CHRISTCHURCH INTL,CHRISTCHURCH,NEW ZEALAND
NZCI,CHATHAM IS/TUUTA,CHATHAM IS,NEW ZEALAND
NZDN,DUNEDIN,DUNEDIN,NEW ZEALAND
NZGS,GISBORNE,GISBORNE,NEW ZEALAND
NZHK,HOKITIKA,HOKITIKA,NEW ZEALAND
NZHN,HAMILTON,HAMILTON,NEW ZEALAND
NZKK,KERIKERI,KERIKERI,NEW ZEALAND
NZKT,KAITAIA,KAITAIA,NEW ZEALAND
NZMC,MOUNT COOK,MOUNT COOK,NEW ZEALAND
NZNP,NEW PLYMOUTH,NEW PLYMOUTH,NEW ZEALAND
NZNR,NAPIER,NAPIER,NEW ZEALAND
NZNS,NELSON,NELSON,NEW ZEALAND
NZNV,INVERCARGILL,INVERCARGILL,NEW ZEALAND
NZPM,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND
NZPP,PARAPARAUMU,PARAPARAUMU,NEW ZEALAND
NZRO,ROTORUA,ROTORUA,NEW ZEALAND
NZTG,TAURANGA,TAURANGA,NEW ZEALAND
NZTU,TIMARU,TIMARU,NEW ZEALAND
NZWB,WOODBOURNE (MILITARY),BLENHEIM,NEW ZEALAND
NZWK,WHAKATANE,WHAKATANE,NEW ZEALAND
NZWN,WELLINGTON INTL,WELLINGTON,NEW ZEALAND
NZWR,WHANGAREI,WHANGAREI,NEW ZEALAND
NZWS,WESTPORT,WESTPORT,NEW ZEALAND
NZWU,WANGANUI,WANGANUI,NEW ZEALAND
OAKB,KABUL,KABUL,AFGHANISTAN
OAMS,Mazar,Mazar I Sharif,AFGHANISTAN
OAZI,Bastion,Camp Bastion,AFGHANISTAN
OBBI,BAHRAIN,,BAHRAIN
OBY,OPEN BAY,OPEN BAY,PAPUA NEW GUINEA
OEAB,ABHA,,SAUDI ARABIA
OEAH,AL-AHSA,,SAUDI ARABIA
OEAO,AL ULA INT,AL ULA,SAUDI ARABIA
OEBA,AL BAHA,,SAUDI ARABIA
OEBH,BISHA,,SAUDI ARABIA
OEDF,King Fahd,Dammam,SAUDI ARABIA
OEDR,DHAHRAN,,SAUDI ARABIA
OEGN,JAZAN,,SAUDI ARABIA
OEGS,GASSIM,,SAUDI ARABIA
OEGT,GURIAT,,SAUDI ARABIA
OEHL,HAIL,,SAUDI ARABIA
OEJN,KING ABDULAZIZ,JEDDAH,SAUDI ARABIA
OEKK,KING KHALID MIL,,SAUDI ARABIA
OEKM,KHAMIS MUSHAIT,,SAUDI ARABIA
OEMA,PRINCE MOHAMMAD (MADINAH),MADINAH,SAUDI ARABIA
OENG,NEJRAN,,SAUDI ARABIA
OEPA,QAISUMAH(HAFR AL-BATIN),,SAUDI ARABIA
OERF,RAFHA,,SAUDI ARABIA
OERK,KING KHALID INTL,RIYADH,SAUDI ARABIA
OERR,ARAR,,SAUDI ARABIA
OESH,SHARURAH,,SAUDI ARABIA
OESK,AL JOUF,,SAUDI ARABIA
OESL,SULAYEL,,SAUDI ARABIA
OETB,TABUK AB,,SAUDI ARABIA
OETF,TAIF,,SAUDI ARABIA
OETR,TURAIF,,SAUDI ARABIA
OEWD,WADI AL DAWASIR,,SAUDI ARABIA
OEWJ,WEJH,,SAUDI ARABIA
OEYN,YENBO,,SAUDI ARABIA
OIAA,ABADAN,,IRAN
OIAW,AHWAZ,,IRAN
OIBB,BUSHEHR,,IRAN
OIBK,KISH ISLAND AB,,IRAN
OIBL,BANDAR LENGEH,,IRAN
OIBS,SIRRI ISLAND,,IRAN
OICC,KERMANSHAH,,IRAN
OICS,SANANDAJ,,IRAN
OIFM,ESFAHAN SHAHID BEHESHTI,,IRAN
OIGG,RASHT,,IRAN
OIHH,HAMADAN,,IRAN
OIIE,TEHRAN Imam Khomaini Intl,TEHRAN,IRAN
OIII,TEHRAN(MEHRABAD),,IRAN
OIKB,BANDAR ABBASS,,IRAN
OIKK,KERMAN,,IRAN
OIMB,BIRJAND,,IRAN
OIMM,MASHHAD,,IRAN
OINZ,DASHTE-NAZ,DASHTE-NAZ,IRAN
OISS,SHIRAZ,,IRAN
OITR,UROMIYEH,,IRAN
OITT,TABRIZ,,IRAN
OIYY,YAZD/SAHID SADOOGHI,,IRAN
OIZC,KONARAK AB,CHAH BAHAR,IRAN
OIZH,ZAHEDAN INTL,ZAHEDAN,IRAN
OJAI,QUEEN ALIA,AMMAN,JORDAN
OJAJ,AL JAFR,,GREENLAND
OJAM,AMMAN(MARKA INTL),,JORDAN
OJAQ,AQABA INTL,,JORDAN
OKKK,KUWAIT,,KUWAIT
OLBA,BEIRUT,BEIRUT,LEBANON
OLKA,KLEYATE,,LEBANON
OMAA,ABU DHABI,ABU DHABI,United Arab Emirates
OMAD,ABU DHABI(BATEEN),,United Arab Emirates
OMAL,AL AIN,,United Arab Emirates
OMDB,DUBAI,DUBAI,United Arab Emirates
OMDW,Jebel Ali Al Maktoum International Airport,Dubai,United Arab Emirates
OMFJ,FUJAIRAH,,United Arab Emirates
OMRK,RAS AL KHAIMAH,,United Arab Emirates
OMSJ,SHARJAH,,United Arab Emirates
OOKB,KHASAB,,OMAN
OOMS,SEEB INTL,MUSCAT,OMAN
OOSA,SALALAH,salalah,OMAN
OOTH,THUMRAIT,,OMAN
OPBN,BANNU,BANNU,PAKISTAN
OPBW,BAHAWALPUR,BAHAWALPUR,PAKISTAN
OPCH,CHITRAL,CHITRAL,PAKISTAN
OPDB,DALBANDIN,DALBANDIN,PAKISTAN
OPDI,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAKISTAN
OPFA,FAISALABAD,FAISALABAD,PAKISTAN
OPGD,GWADAR,GWADAR,PAKISTAN
OPGT,GILGIT,GILGIT,PAKISTAN
OPJA,JACOBABAD MIL,JACOBABAD,PAKISTAN
OPJI,JIWANI,JIWANI,PAKISTAN
OPKC,QUAID-E-AZAM INTL,KARACHI,PAKISTAN
OPKD,HYDERABAD,HYDERABAD,PAKISTAN
OPKH,KHUZDAR,KHUZDAR,PAKISTAN
OPLA,LAHORE,LAHORE,PAKISTAN
OPMF,MUZAFFARABAD,MUZAFFARABAD,PAKISTAN
OPMI,MIANWALI AB,MIANWALI,PAKISTAN
OPMJ,MOENJODARO,MOENJODARO,PAKISTAN
OPMT,MULTAN,MULTAN,PAKISTAN
OPNH,NAWABSHAH,NAWABSHAH,PAKISTAN
OPOR,ORMARA,ORMARA,PAKISTAN
OPPG,PANJGUR,PANJGUR,PAKISTAN
OPPI,PASNI,PASNI,PAKISTAN
OPPS,PESHAWAR,PESHAWAR,PAKISTAN
OPQT,QUETTA,QUETTA,PAKISTAN
OPRK,SHEIKH ZAYED,RAHIM YAR KHAN,PAKISTAN
OPRN,CHAKLALA,ISLAMABAD,PAKISTAN
OPRT,RAWALAKOT,RAWALAKOT,PAKISTAN
OPSD,SKARDU,SKARDU,PAKISTAN
OPSK,SUKKUR,SUKKUR,PAKISTAN
OPSS,SAIDU SHARIF,SAIDU SHARIF,PAKISTAN
OPSU,SUI,SUI,PAKISTAN
OPTU,TURBAT,TURBAT,PAKISTAN
OPZB,ZHOB,ZHOB,PAKISTAN
ORBS,BAGHDAD,,IRAQ
ORER,Erbil International,Erbil,IRAQ
ORMM,BASRAH INTL,,IRAQ
OSAP,ALEPPO,,SYRIAN ARAB REPUBLIC
OSDI,DAMASCUS,DAMAS,SYRIAN ARAB REPUBLIC
OSDZ,DEIR ZZOR,,SYRIAN ARAB REPUBLIC
OSKL,KAMISHLY,,SYRIAN ARAB REPUBLIC
OSLK,LATAKIA,,SYRIAN ARAB REPUBLIC
OSPR,PALMYRA,,SYRIAN ARAB REPUBLIC
OTBD,Doha,Doha,QATAR
OTHH,HAMAD INTL (DOHA),DOHA,QATAR
OYAA,ADEN,,YEMEN
OYAT,ATAQ,,YEMEN
OYBN,BEIHAN,,YEMEN
OYGD,AL-GAIDAH,,YEMEN
OYHD,HODEIDAH,,YEMEN
OYRN,MUKALLA(RIYAN),,YEMEN
OYSH,SADAH,SADAH,YEMEN
OYSN,SANAA,,YEMEN
OYSQ,SOCOTRA(MOORI),,YEMEN
OYSY,SAYUN,,YEMEN
OYTZ,TAIZ(GANED),,YEMEN
PABA,BARTER I LRRS,BARTER I,UNITED STATES
PABE,BETHEL,BETHEL,UNITED STATES
PABR,WILEY POST-WILL ROGERS MEML,BARROW,UNITED STATES
PABT,BETTLES,BETTLES,UNITED STATES
PACD,COLD BAY,COLD BAY,UNITED STATES
PACV,CORDOVA-SMITH,CORDOVA,UNITED STATES
PADK,ADAK NAF,ADAK I,UNITED STATES
PADL,DILLINGHAM,DILLINGHAM,UNITED STATES
PADQ,KODIAK,KODIAK,UNITED STATES
PAEH,CAPE NEWENHAM LRRS,CAPE NEWENHAM,UNITED STATES
PAEI,Eielson,Fairbanks,UNITED STATES
PAEN,KENAI MUN,KENAI,UNITED STATES
PAFA,FAIRBANKS INTL,FAIRBANKS,UNITED STATES
PAGA,GALENA,GALENA,UNITED STATES
PAHO,HOMER,HOMER,UNITED STATES
PAIL,ILIAMNA,ILIAMNA,UNITED STATES
PAIM,INDIAN MOUNTAIN LRRS,UTOPIA CREEK,UNITED STATES
PAJN,JUNEAU INTL,JUNEAU,UNITED STATES
PAKN,KING SALMON,KING SALMON,UNITED STATES
PAKT,KETCHIKAN INTL,KETCHIKAN,UNITED STATES
PALU,CAPE LISBURNE LRRS,CAPE LISBURNE,UNITED STATES
PAMC,MC GRATH,MC GRATH,UNITED STATES
PANC,ANCHORAGE INTL,ANCHORAGE,UNITED STATES
PAOM,NOME,NOME,UNITED STATES
PAOT,WIEN MEML,KOTZEBUE,UNITED STATES
PASC,DEADHORSE,DEADHORSE,UNITED STATES
PASI,SITKA,SITKA,UNITED STATES
PASN,ST PAUL I,ST PAUL I,UNITED STATES
PATC,TIN CITY LRRS,TIN CITY,UNITED STATES
PAUN,UNALAKLEET,UNALAKLEET,UNITED STATES
PAVD,VALDEZ,VALDEZ,UNITED STATES
PAYA,YAKUTAT,YAKUTAT,UNITED STATES
PGRO,ROTA I INTL,ROTA I,NORTHERN MARIANA ISLANDS
PGSN,SAIPAN INTL,"OBYAN,N MARIANA I",NORTHERN MARIANA ISLANDS
PGWT,WEST TINIAN,TINIAN I (PEIPEINIMARU),NORTHERN MARIANA ISLANDS
PHBK,BARKING SANDS PMRF,KAUAI I,UNITED STATES
PHDH,DILLINGHAM,MOKULEIA,UNITED STATES
PHHI,WHEELER AAF,WAHIAWA,UNITED STATES
PHHN,HANA,HANA,UNITED STATES
PHKO,KEAHOLE-KONA INTL,KAILUA-KONA,UNITED STATES
PHLI,LIHUE,LIHUE,UNITED STATES
PHMK,MOLOKAI,KAUNAKAKAI,UNITED STATES
PHMU,WAIMEA-KOHALA,KAMUELA,UNITED STATES
PHNA,BARBERS POINT NAS,EWA,UNITED STATES
PHNL,HONOLULU INTL,HONOLULU,UNITED STATES
PHNY,LANAI,LANAI CITY,UNITED STATES
PHO,POINT HOPE,POINT HOPE,UNITED STATES
PHOG,KAHULUI,KAHULUI,UNITED STATES
PHSF,BRADSHAW AAF,POHAKULOA,UNITED STATES
PHTO,HILO INTL,HILO,UNITED STATES
PHUP,UPOLU,HAWI,UNITED STATES
PIP,PILOT POINT,PILOT POINT,UNITED STATES
PIZ,POINT LAY,POINT LAY,UNITED STATES
PJON,JOHNSTON ATOLL,JOHNSTON I,UNITED STATES OUTLYING ISLANDS
PKA,NAPASKIAK,NAPASKIAK,UNITED STATES
PKMA,ENEWETAK AUX AF,ENEWETAK ATOLL,MARSHALL ISLANDS
PKMJ,MARSHALL IS INTL,MAJURO ATOLL,MARSHALL ISLANDS
PKWA,BUCHOLZ AAF,KWAJALEIN I,MARSHALL ISLANDS
PLCH,CASSIDY INTL,CHRISTMAS I,CHRISTMAS ISLAND (INDIAN OCEAN)
PSG,JOHNSON PETERSBURG,PETERSBURG,UNITED STATES
PTH,PORT HEIDEN,PORT HEIDEN,UNITED STATES
PTKK,CHUUK INTL,WENO I,MICRONESIA
PTPN,POHNPEI INTL,POHNPEI I,MICRONESIA
PTSA,KOSRAE,KOSRAE I,MICRONESIA
PTU,PLATINUM,PLATINUM,UNITED STATES
PTYA,YAP INTL,YAP I,MICRONESIA
RBY,RUBY,RUBY,UNITED STATES
RCKH,KAOHSIUNG INTL,KAOHSIUNG,CHINESE TAIPEI
RCKU,CHIAYI AERO,CHIAYI,CHINESE TAIPEI
RCLG,TAICHUNG AERO,TAICHUNG,CHINESE TAIPEI
RCNN,TAINAN AERO,TAINAN,CHINESE TAIPEI
RCQC,MAKUNG AB,PENGHU I,CHINESE TAIPEI
RCQS,CHIHHONG,TAITUNG,CHINESE TAIPEI
RCSS,SUNGSHAN,TAIPEI,CHINESE TAIPEI
RCTP,CHIANG KAI SHEK INTL,TAIPEI,CHINESE TAIPEI
RCYU,HUALIEN,HUALIEN,CHINESE TAIPEI
RDV,RED DEVIL,RED DEVIL,UNITED STATES
RJAA,NEW TOKYO INTL (NARITA),TOKYO,JAPAN
RJAF,MATSUMOTO,MATSUMOTO,JAPAN
